ID       | Город                          | Регион                        
9360     | Черемисское                    | Свердловская область          
4950     | Черемное                       | Алтайский край                
10565    | Черемошны                      | Орловская область             
8387     | Черемуховка                    | Республика Коми               
4781     | Черемухово                     | Свердловская область          
4891     | Черемушки                      | Иркутская область             
8113     | Черемушкино                    | Алтайский край                
1144     | Черемхово                      | Иркутская область             
4189     | Черемшан                       | Республика Татарстан          
7338     | Черемшанка                     | Красноярский край             
7970     | Черемшанка (Алтайский край)    | Алтайский край                
8894     | Черемшанка (Челябинская область) | Челябинская область           
1214     | Черепаново                     | Новосибирская область         
5954     | Черепеть                       | Тульская область              
1753     | Череповец                      | Вологодская область           
10675    | Черкасское                     | Пензенская область            
10425    | Черкасское Поречное            | Курская область               
8855     | Черкесовский                   | Волгоградская область         
46       | Черкесск                       | Карачаево-Черкесская Республика
5966     | Черкизово (Московская область, Пушкинский район) | Московская область            
3066     | Черлак (Омская область)        | Омская область                
5660     | Чермен                         | Республика Северная Осетия-Алания
1339     | Чермоз                         | Пермский край                 
10397    | Чернава (Липецкая область)     | Липецкая область              
5924     | Чернава (Рязанская область, Милославский район) | Рязанская область             
8092     | Черная Курья                   | Алтайский край                
7626     | Черная Холуница                | Кировская область             
3216     | Черниговка                     | Запорожская область           
5262     | Черниговка (Приморский край)   | Приморский край               
9532     | Черниговское                   | Краснодарский край            
3961     | Черницыно                      | Курская область               
10965    | Черновка                       | Самарская область             
10633    | Черновский                     | Самарская область             
7657     | Черновское                     | Нижегородская область         
9238     | Черновское (Пермский край)     | Пермский край                 
9353     | Черновское (Свердловская область) | Свердловская область          
2047     | Черноголовка (Московская область) | Московская область            
1191     | Черногорск                     | Республика Хакасия            
4011     | Черноерковская                 | Краснодарский край            
10828    | Чернозерье                     | Пензенская область            
4782     | Черноисточинск                 | Свердловская область          
7935     | Чернокурья                     | Новосибирская область         
8662     | Чернолагутинский               | Волгоградская область         
3912     | Чернолесское                   | Ставропольский край           
7950     | Чернолучинский                 | Омская область                
4012     | Черноморский                   | Краснодарский край            
2390     | Черноморское                   | Республика Крым               
9611     | Чернореченская                 | Краснодарский край            
6594     | Чернореченский                 | Новосибирская область         
10963    | Черноречье                     | Оренбургская область          
4433     | Чернуха                        | Нижегородская область         
1340     | Чернушка                       | Пермский край                 
9651     | Черный Ерик                    | Краснодарский край            
11043    | Черный Отрог                   | Оренбургская область          
5185     | Черный Яр                      | Астраханская область          
8861     | Чернышевка                     | Ростовская область            
5101     | Чернышевск                     | Забайкальский край            
6012     | Чернышевский (Республика Саха (Якутия)) | Республика Саха (Якутия)      
4593     | Чернышковский                  | Волгоградская область         
4090     | Чернь                          | Тульская область              
3683     | Чернянка                       | Белгородская область          
1040     | Черняховск                     | Калининградская область       
6569     | Черский                        | Республика Саха (Якутия)      
4562     | Чертково                       | Ростовская область            
11491    | Чертовицы (Воронежская область) | Воронежская область           
5982     | Черусти (Московская область)   | Московская область            
5813     | Чесма                          | Челябинская область           
10312    | Чесменка                       | Воронежская область           
6998     | Чесноковка                     | Республика Башкортостан       
10754    | Чесноковка (Оренбургская область) | Оренбургская область          
2078     | Чехов (Московская область)     | Московская область            
5274     | Чехов (Сахалинская область)    | Сахалинская область           
6888     | Чехов-7 (Московская область)   | Московская область            
6946     | Чечулино                       | Новгородская область          
5205     | Чигири (Амурская область)      | Амурская область              
10353    | Чигорак                        | Воронежская область           
4851     | Чик                            | Новосибирская область         
5661     | Чикола                         | Республика Северная Осетия-Алания
8355     | Чикшино                        | Республика Коми               
8042     | Чингис                         | Новосибирская область         
11456    | Чиндалей (Забайкальский край)  | Забайкальский край            
7290     | Чинеке                         | Республика Саха (Якутия)      
8321     | Чиньяворык                     | Республика Коми               
8656     | Чирский                        | Ростовская область            
3926     | Чистенькое                     | Республика Крым               
7960     | Чистово                        | Омская область                
4813     | Чистогорский                   | Кемеровская область           
7692     | Чистое Борское                 | Нижегородская область         
3071     | Чистоозерное                   | Новосибирская область         
8773     | Чистоозерный                   | Ростовская область            
1645     | Чистополь                      | Республика Татарстан          
6675     | Чистополье                     | Республика Крым               
8975     | Чистопрудное                   | Курганская область            
4365     | Чистые Боры                    | Костромская область           
106      | Чита                           | Забайкальский край            
8402     | Чихачево                       | Псковская область             
2679     | Чишмы                          | Республика Башкортостан       
10829    | Чкалов                         | Оренбургская область          
6650     | Чкалово                        | Республика Крым               
1702     | Чкаловск                       | Нижегородская область         
8072     | Чкаловский                     | Кемеровская область           
10765    | Чкаловский (Оренбургская область) | Оренбургская область          
7499     | Чкаловское                     | Приморский край               
7589     | Чля                            | Хабаровский край              
6917     | Чокурдах                       | Республика Саха (Якутия)      
5616     | Чонтаул                        | Республика Дагестан           
4826     | Чоя                            | Республика Алтай              
10731    | Чубовка                        | Самарская область             
7274     | Чувашские Тимяши               | Чувашская Республика          
4190     | Чувашское Дрожжаное            | Республика Татарстан          
5263     | Чугуевка                       | Приморский край               
1060     | Чудово                         | Новгородская область          
10421    | Чуево                          | Белгородская область          
8576     | Чулково (Владимирская область) | Владимирская область          
11188    | Чулково (Московская область)   | Московская область            
7629     | Чулково (Нижегородская область) | Нижегородская область         
5925     | Чулково (Рязанская область)    | Рязанская область             
11251    | Чулпаново (Московская область) | Московская область            
1215     | Чулым                          | Новосибирская область         
5297     | Чульман                        | Республика Саха (Якутия)      
7790     | Чумай                          | Кемеровская область           
4852     | Чумаково                       | Новосибирская область         
7485     | Чумикан                        | Хабаровский край              
9379     | Чумляк                         | Курганская область            
4778     | Чунояр                         | Красноярский край             
4889     | Чунский                        | Иркутская область             
8259     | Чупа                           | Республика Карелия            
7143     | Чур                            | Удмуртская Республика         
8924     | Чураево                        | Республика Башкортостан       
5295     | Чурапча                        | Республика Саха (Якутия)      
7169     | Чурачики                       | Чувашская Республика          
5938     | Чуровичи                       | Брянская область              
1341     | Чусовой                        | Пермский край                 
7206     | Чутеево                        | Чувашская Республика          
7122     | Чутырь                         | Удмуртская Республика         
10704    | Чуфарово                       | Ульяновская область           
1781     | Чухлома                        | Костромская область           
4490     | Чучково                        | Рязанская область             
8555     | Чушевицы                       | Вологодская область           
7066     | Чэчэкле                        | Республика Татарстан          
11281    | Чёрная (Московская область)    | Московская область            
11401    | Чёрная Речка (Кабардино-Балкарская Республика) | Кабардино-Балкарская республика
6003     | Чёрная Речка (Хабаровский край) | Хабаровский край              
5984     | Чёрное (Московская область)    | Московская область            
11173    | Чёрное (Пермский край)         | Пермский край                 
7804     | Шабаново                       | Кемеровская область           
9609     | Шабельское                     | Краснодарский край            
10461    | Шаблыкино                      | Орловская область             
4783     | Шабровский                     | Свердловская область          
9204     | Шабурово                       | Челябинская область           
7679     | Шагаево                        | Нижегородская область         
7807     | Шагалово                       | Новосибирская область         
1173     | Шагонар                        | Республика Тыва               
8903     | Шадейка                        | Пермский край                 
1314     | Шадринск                       | Курганская область            
5773     | Шайдурово (Свердловская область) | Свердловская область          
10323    | Шайковка                       | Калужская область             
8334     | Шалакуша                       | Архангельская область         
7873     | Шалап                          | Алтайский край                
1504     | Шали                           | Чеченская республика          
4779     | Шалинское                      | Красноярский край             
7357     | Шалоболино                     | Красноярский край             
5483     | Шалушка                        | Кабардино-Балкарская республика
8287     | Шальский                       | Республика Карелия            
4784     | Шаля                           | Свердловская область          
5774     | Шамары (Свердловская область)  | Свердловская область          
5617     | Шамилькала                     | Республика Дагестан           
5618     | Шамхал-Термен                  | Республика Дагестан           
8401     | Шангалы                        | Архангельская область         
7693     | Шандрово                       | Нижегородская область         
10124    | Шапкино                        | Тамбовская область            
10536    | Шапошниковка                   | Воронежская область           
7161     | Шапши                          | Республика Татарстан          
11457    | Шара-Горохон (Забайкальский край) | Забайкальский край            
5081     | Шарагол                        | Республика Бурятия            
5066     | Шаралдай                       | Республика Бурятия            
5139     | Шаран                          | Республика Башкортостан       
4434     | Шаранга                        | Нижегородская область         
10390    | Шараповка                      | Белгородская область          
4212     | Шаркан                         | Удмуртская Республика         
4294     | Шарлык                         | Оренбургская область          
11506    | Шарнут                         | Республика Калмыкия           
7536     | Шаромы                         | Камчатский край               
7812     | Шарчино                        | Алтайский край                
1168     | Шарыпово                       | Красноярский край             
1782     | Шарья                          | Костромская область           
9366     | Шастово                        | Курганская область            
10345    | Шаталовка                      | Белгородская область          
4369     | Шаталово                       | Смоленская область            
4435     | Шатки                          | Нижегородская область         
7649     | Шатовка                        | Нижегородская область         
4969     | Шатрово                        | Курганская область            
5999     | Шатск                          | Тульская область              
5197     | Шатта (Кетченеровский район)   | Республика Калмыкия           
2080     | Шатура (Московская область)    | Московская область            
5979     | Шатурторф (Московская область) | Московская область            
9641     | Шаумянский                     | Ставропольский край           
9460     | Шафраново                      | Республика Башкортостан       
7992     | Шахи                           | Алтайский край                
6110     | Шаховская (Московская область) | Московская область            
10757    | Шаховское                      | Ульяновская область           
7933     | Шахта                          | Новосибирская область         
11167    | Шахта (Пермский край)          | Пермский край                 
2146     | Шахтерск (Донецкая Народная Республика) | Донецкая Народная Республика  
1974     | Шахтерск (Сахалинская область) | Сахалинская область           
10732    | Шахтный                        | Оренбургская область          
1552     | Шахты                          | Ростовская область            
1703     | Шахунья                        | Нижегородская область         
1715     | Шацк (Рязанская область)       | Рязанская область             
7684     | Швариха                        | Кировская область             
4091     | Шварцевский                    | Тульская область              
9589     | Шведино                        | Ставропольский край           
4827     | Шебалино                       | Республика Алтай              
1827     | Шебекино                       | Белгородская область          
7546     | Шебунино                       | Сахалинская область           
8219     | Шевляково (Московская область) | Московская область            
10992    | Шевыревка                      | Саратовская область           
4013     | Шедок                          | Краснодарский край            
2629     | Шексна                         | Вологодская область           
8517     | Шекшово                        | Ивановская область            
4951     | Шелаболиха                     | Алтайский край                
10194    | Шелаево                        | Белгородская область          
7202     | Шеланга                        | Республика Татарстан          
8642     | Шелестово                      | Волгоградская область         
1145     | Шелехов                        | Иркутская область             
7414     | Шелехово                       | Иркутская область             
5701     | Шелковская                     | Чеченская республика          
5102     | Шелопугино (Забайкальский край) | Забайкальский край            
8310     | Шелоховская                    | Архангельская область         
8301     | Шелтозеро                      | Республика Карелия            
7261     | Шемалаково                     | Чувашская Республика          
8232     | Шеметово (Московская область)  | Московская область            
4191     | Шемордан                       | Республика Татарстан          
4223     | Шемурша                        | Чувашская Республика          
6305     | Шемышейка                      | Пензенская область            
1019     | Шенкурск                       | Архангельская область         
3031     | Шентала                        | Самарская область             
11250    | Шепилово (Московская область)  | Московская область            
4014     | Шепси                          | Краснодарский край            
8802     | Шептуховка                     | Ростовская область            
7237     | Шерауты                        | Чувашская Республика          
4738     | Шербакуль                      | Омская область                
4814     | Шерегеш                        | Кемеровская область           
7212     | Шереметьевка                   | Республика Татарстан          
8866     | Шеркалы                        | Ханты-Мансийский АО - Югра    
5103     | Шерловая Гора                  | Забайкальский край            
7682     | Шестаково                      | Кировская область             
10574    | Шестаково (Воронежская область) | Воронежская область           
6903     | Шея                            | Республика Саха (Якутия)      
7099     | Шибылги                        | Чувашская Республика          
7115     | Шигали                         | Чувашская Республика          
5050     | Шигоны                         | Самарская область             
10469    | Шидловка                       | Белгородская область          
10625    | Шилан                          | Самарская область             
1201     | Шилка                          | Забайкальский край            
5775     | Шиловка (Горноуральский городской округ) | Свердловская область          
3703     | Шилово                         | Рязанская область             
11047    | Шильда                         | Оренбургская область          
1940     | Шимановск                      | Амурская область              
7286     | Шимкусы                        | Чувашская Республика          
7948     | Шимолино                       | Алтайский край                
4436     | Шиморское                      | Нижегородская область         
4133     | Шимск                          | Новгородская область          
9000     | Шингак-Куль                    | Республика Башкортостан       
7150     | Шингальчи                      | Республика Татарстан          
4150     | Шипицыно                       | Архангельская область         
7050     | Шипки                          | Республика Татарстан          
7786     | Шипуниха                       | Алтайский край                
3669     | Шипуново                       | Алтайский край                
6181     | Шира                           | Республика Хакасия            
10690    | Ширингуши                      | Республика Мордовия           
10513    | Ширинский                      | Тульская область              
7391     | Широкая                        | Забайкальский край            
11364    | Широкий (Амурская область)     | Амурская область              
10848    | Широкий Буерак                 | Саратовская область           
4015     | Широчанка                      | Краснодарский край            
6748     | Ширяево (Самарская область)    | Самарская область             
7350     | Шиткино                        | Иркутская область             
4224     | Шихазаны                       | Чувашская Республика          
1612     | Шиханы                         | Саратовская область           
8543     | Шихобалово                     | Владимирская область          
4301     | Шишкин Лес (Московская область) | Московская область            
11458    | Шишкино (Забайкальский край)   | Забайкальский край            
10299    | Шишовка                        | Воронежская область           
5316     | Школьный (Волгоградская область) | Волгоградская область         
6571     | Шкотово                        | Приморский край               
10678    | Шкуновка                       | Оренбургская область          
4016     | Шкуринская                     | Краснодарский край            
2018     | Шлиссельбург                   | Ленинградская область         
9450     | Шмаково                        | Курганская область            
10629    | Шняево                         | Саратовская область           
4563     | Шолоховский                    | Ростовская область            
5406     | Шонгуй                         | Мурманская область            
8496     | Шопша                          | Ярославская область           
11479    | Шордаково                      | Кабардино-Балкарская республика
7191     | Шоркистры                      | Чувашская Республика          
8962     | Шорохово                       | Тюменская область             
7268     | Шоршелы                        | Чувашская Республика          
8522     | Шоша                           | Тверская область              
10743    | Шпановка                       | Самарская область             
7838     | Шубенка                        | Алтайский край                
10521    | Шубное                         | Воронежская область           
5776     | Шувакиш                        | Свердловская область          
5978     | Шувое (Московская область)     | Московская область            
8224     | Шугарово (Московская область)  | Московская область            
8297     | Шугозеро                       | Ленинградская область         
8922     | Шугур                          | Ханты-Мансийский АО - Югра    
8379     | Шудаяг                         | Республика Коми               
4338     | Шуйское                        | Вологодская область           
9237     | Шулганово                      | Республика Башкортостан       
8532     | Шулма                          | Вологодская область           
7831     | Шульгинка                      | Алтайский край                
8315     | Шум                            | Ленинградская область         
7921     | Шумановка                      | Алтайский край                
1659     | Шумерля                        | Чувашская Республика          
8754     | Шумилинская                    | Ростовская область            
8100     | Шумилиха                       | Алтайский край                
1315     | Шумиха                         | Курганская область            
9276     | Шумихинский                    | Пермский край                 
7404     | Шумский                        | Иркутская область             
7091     | Шумшеваши                      | Чувашская Республика          
4370     | Шумячи                         | Смоленская область            
7631     | Шурма                          | Кировская область             
6855     | Шурскол                        | Ярославская область           
5310     | Шуруповский                    | Волгоградская область         
7788     | Шурыгино                       | Новосибирская область         
8521     | Шухободь                       | Вологодская область           
2681     | Шушары                         | Ленинградская область         
4780     | Шушенское                      | Красноярский край             
7181     | Шушмабаш                       | Республика Татарстан          
1768     | Шуя                            | Ивановская область            
11513    | Шуя (Республика Карелия)       | Республика Карелия            
4225     | Шыгырдан                       | Чувашская Республика          
6361     | Щапово (Московская область)    | Московская область            
6733     | Щебетовка                      | Республика Крым               
8329     | Щеглово                        | Ленинградская область         
4316     | Щедрино                        | Ярославская область           
1930     | Щекино                         | Тульская область              
2083     | Щелково (Московская область)   | Московская область            
5777     | Щелкун                         | Свердловская область          
8331     | Щельяюр                        | Республика Коми               
11267    | Щепкин                         | Ростовская область            
9053     | Щербаковка                     | Челябинская область           
7917     | Щербаково                      | Новосибирская область         
2096     | Щербинка (Московская область)  | Московская область            
9486     | Щербиновский                   | Краснодарский край            
1889     | Щигры                          | Курская область               
5407     | Щукозеро                       | Мурманская область            
10570    | Щучинские-Пески                | Воронежская область           
1316     | Щучье                          | Курганская область            
9421     | Щучье Озеро                    | Пермский край                 
2737     | Щёлкино                        | Республика Крым               
6922     | Ытык-Кюель                     | Республика Саха (Якутия)      
7360     | Эбях                           | Республика Саха (Якутия)      
2442     | Эвенск                         | Магаданская область           
7474     | Эворон                         | Хабаровский край              
5287     | Эгвекинот                      | Чукотский АО                  
3913     | Эдиссия                        | Ставропольский край           
7289     | Эдучанка                       | Иркутская область             
5632     | Экажево                        | Республика Ингушетия          
7538     | Экимчан                        | Амурская область              
8744     | Экспериментальный              | Ростовская область            
11059    | Экспериментальный (Оренбургская область) | Оренбургская область          
2097     | Электрогорск (Московская область) | Московская область            
5974     | Электроизолятор (Московская область) | Московская область            
2098     | Электросталь (Московская область) | Московская область            
2048     | Электроугли (Московская область) | Московская область            
8335     | Элисенваара                    | Республика Карелия            
42       | Элиста                         | Республика Калмыкия           
7421     | Элита                          | Красноярский край             
7845     | Элита (Омская область)         | Омская область                
6656     | Элитный (Новосибирская область) | Новосибирская область         
5276     | Эльбан                         | Хабаровский край              
7048     | Эльбарусово                    | Чувашская Республика          
5484     | Эльбрус (Кабардино-Балкария)   | Кабардино-Балкарская республика
6921     | Эльгяй                         | Республика Саха (Якутия)      
6912     | Эльдикан                       | Республика Саха (Якутия)      
8789     | Эльтон                         | Волгоградская область         
5662     | Эльхотово                      | Республика Северная Осетия-Алания
1613     | Энгельс                        | Саратовская область           
2753     | Энем                           | Республика Адыгея             
4295     | Энергетик                      | Оренбургская область          
2159     | Энергодар                      | Запорожская область           
7439     | Эрзин                          | Республика Тыва               
5504     | Эркен-Шахар                    | Карачаево-Черкесская Республика
1858     | Эртиль                         | Воронежская область           
8462     | Эсино                          | Владимирская область          
5235     | Эссо                           | Камчатский край               
11504    | Эсто-Алтай                     | Республика Калмыкия           
5037     | Эстосадок                      | Краснодарский край            
3914     | Этока                          | Ставропольский край           
6376     | Юбилейный (Краснодарский край) | Краснодарский край            
2099     | Юбилейный (Московская область) | Московская область            
7666     | Юбилейный (Нижегородская область) | Нижегородская область         
8360     | Юбилейный (Новгородская область) | Новгородская область          
8942     | Юбилейный (Пермский край)      | Пермский край                 
9165     | Юг                             | Пермский край                 
4437     | Юганец                         | Нижегородская область         
6340     | Юго-Камский                    | Пермский край                 
9043     | Юговское                       | Пермский край                 
1383     | Югорск                         | Ханты-Мансийский АО - Югра    
8269     | Югыдъяг                        | Республика Коми               
10493    | Юдановка                       | Воронежская область           
10729    | Юдинка                         | Оренбургская область          
1769     | Южа                            | Ивановская область            
7366     | Южно-Енисейск                  | Красноярский край             
2649     | Южно-Курильск                  | Сахалинская область           
7910     | Южно-Подольск                  | Омская область                
81       | Южно-Сахалинск                 | Сахалинская область           
1433     | Южно-Сухокумск                 | Республика Дагестан           
1412     | Южноуральск                    | Челябинская область           
4952     | Южный (Алтайский край)         | Алтайский край                
3662     | Южный (Краснодарский край)     | Краснодарский край            
5299     | Южный (Ростовская область)     | Ростовская область            
11002    | Южный (Самарская область)      | Самарская область             
10280    | Южный (Тульская область)       | Тульская область              
9136     | Южный (Челябинская область)    | Челябинская область           
9271     | Южный Коспашский               | Пермский край                 
8353     | Южный-1                        | Калининградская область       
4213     | Юкаменское                     | Удмуртская Республика         
6628     | Юкки                           | Ленинградская область         
8875     | Юксеево                        | Пермский край                 
7530     | Юктали                         | Амурская область              
9405     | Юлдыбаево                      | Республика Башкортостан       
8842     | Юловский                       | Ростовская область            
7283     | Юлтимерово                     | Республика Татарстан          
9171     | Юм                             | Пермский край                 
5882     | Юмагузино (Кугарчинский район, Башкортостан) | Республика Башкортостан       
9100     | Юмас                           | Ханты-Мансийский АО - Югра    
9445     | Юматово                        | Республика Башкортостан       
9210     | Юмашево                        | Республика Башкортостан       
7225     | Юнга                           | Чувашская Республика          
